geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,Demand Gen_spend,Conversions,Population,Revenue_Per_Conversion
Missouri,3/25/24,742,"1,140","2,877",,$261.74,$23.00,$34.11, --,10,6168187,"$5,880"
Montana,3/25/24,107,218,388,,$18.23,$1.85,$9.02, --,0,1084225,$0
Nebraska,3/25/24,240,570,777,,$52.34,$3.71,$9.39, --,2,1961504,"$1,176"
Nevada,3/25/24,669,"1,575","3,002",,$239.75,$19.65,$37.98, --,3,3104614,"$1,764"
New Hampshire,3/25/24,171,505,455,,$113.60,$5.80,$5.49, --,11,1388992,"$6,468"
New Jersey,3/25/24,"1,744","3,832","5,835",,$605.95,$50.13,$77.88, --,6,9288994,"$3,528"
New Mexico,3/25/24,203,368,"1,228",,$64.09,$2.29,$15.65, --,1,2117522,$588
New South Wales,3/25/24,,1,,, --,$0.00, --, --,0,8236000,$0
New York,3/25/24,"4,097","11,974","19,044",,"$1,364.60",$472.85,$224.88, --,17,19835913,"$9,996"
North Carolina,3/25/24,"1,599","3,830","4,898",,$852.10,$83.56,$56.43, --,16,10551162,"$9,408"
North Dakota,3/25/24,71,208,328,,$31.59,$5.22,$3.20, --,0,779702,$0
Ohio,3/25/24,"1,473","2,495","4,819",,$461.74,$57.00,$55.80, --,14,11780017,"$8,232"
Oklahoma,3/25/24,357,763,"1,976",,$137.95,$3.02,$23.81, --,3,3986639,"$1,764"
Oregon,3/25/24,508,957,"2,813",,$123.79,$22.22,$38.35, --,2,4237256,"$1,176"
Pennsylvania,3/25/24,"1,653","4,128","7,393",,$671.92,$118.88,$88.42, --,23,12964056,"$13,524"
Rhode Island,3/25/24,105,520,457,,$25.36,$16.90,$6.69, --,1,1098163,$588
San Francisco Bay Area,3/25/24,"1,284","2,674","8,001",,$415.97,$85.17,$121.57, --,5,7753000,"$2,940"
Silicon Valley,3/25/24,383,795,"1,892",,$157.14,$18.90,$27.68, --,3,3137600,"$1,764"
South Carolina,3/25/24,662,"2,919","2,150",,$304.33,$155.32,$26.99, --,14,5190705,"$8,232"
South Dakota,3/25/24,93,206,330,,$68.33,$4.21,$3.55, --,0,903027,$0
Tennessee,3/25/24,875,"1,543","2,917",,$380.54,$36.49,$35.47, --,8,6975218,"$4,704"
Texas,3/25/24,"12,239","8,085","17,655",,"$1,549.63",$212.96,$223.70, --,32,29527941,"$18,816"
Utah,3/25/24,457,508,"1,639",,$146.69,$8.97,$26.37, --,2,3337975,"$1,176"
Vermont,3/25/24,71,269,251,,$5.24,$6.89,$2.96, --,0,643077,$0
Virginia,3/25/24,"1,545","3,764","4,824",,$567.87,$83.48,$69.37, --,12,8642274,"$7,056"
Washington,3/25/24,"1,319","2,559","6,180",,$386.91,$24.56,$88.56, --,6,7796941,"$3,528"
West Virginia,3/25/24,137,225,641,,$47.29,$4.77,$8.57, --,0,1782959,$0
Wisconsin,3/25/24,614,"1,063","1,977",,$280.72,$22.31,$22.58, --,3,5893718,"$1,764"
Wyoming,3/25/24,67,170,206,,$86.53,$8.76,$1.94, --,0,577719,$0
Alabama,4/1/24,373,"1,180","1,500",,$270.97,$4.98,$14.84, --,4,5039877,"$2,352"
Alaska,4/1/24,47,82,354,,$22.94,$0.00,$3.36, --,1,732673,$588
Arizona,4/1/24,608,"1,855","2,334",,$452.56,$3.68,$25.02, --,2,7359197,"$1,176"
Arkansas,4/1/24,280,798,821,,$65.93,$3.55,$8.81, --,0,3011524,$0
California,4/1/24,"2,674","8,261","20,168",,"$1,633.66",$125.23,$220.66, --,18,39538223,"$10,584"
Colorado,4/1/24,553,"1,306","1,979",,$269.34,$2.73,$20.82, --,1,5807719,$588
Connecticut,4/1/24,388,"1,395","1,253",,$157.74,$10.41,$12.78, --,3,3605597,"$1,764"
Delaware,4/1/24,103,187,305,,$58.16,$0.00,$3.12, --,0,1003384,$0
District of Columbia,4/1/24,239,837,673,,$76.84,$0.28,$8.24, --,0,689545,$0
Florida,4/1/24,"3,546","7,334","7,863",,"$1,925.65",$48.08,$84.32, --,20,21781128,"$11,760"
Georgia,4/1/24,"1,458","2,328","4,518",,$770.18,$31.11,$46.67, --,14,10711908,"$8,232"
Hawaii,4/1/24,156,432,"2,759",,$72.20,$5.18,$27.81, --,1,1455271,$588
Idaho,4/1/24,109,485,425,,$19.74,$0.00,$5.15, --,1,1839106,$588
Illinois,4/1/24,"1,148","3,386","5,389",,$501.53,$18.44,$56.82, --,5,12671469,"$2,940"
Indiana,4/1/24,415,"1,377","1,732",,$205.49,$8.59,$17.81, --,2,6785528,"$1,176"
Iowa,4/1/24,175,682,777,,$33.64,$11.13,$7.09, --,0,3190369,$0
Kansas,4/1/24,181,596,776,,$71.71,$0.00,$9.09, --,1,2937880,$588
Kentucky,4/1/24,294,541,"1,079",,$107.65,$4.00,$10.35, --,3,4505836,"$1,764"
Louisiana,4/1/24,350,638,"1,386",,$133.37,$5.74,$12.25, --,2,4657757,"$1,176"
Maine,4/1/24,101,278,271,,$56.78,$0.25,$2.72, --,0,1372247,$0
Maryland,4/1/24,832,"1,677","2,707",,$369.92,$36.59,$27.90, --,1,6165129,$588
Massachusetts,4/1/24,749,"2,577","2,924",,$386.50,$19.09,$29.96, --,4,6984723,"$2,352"
Michigan,4/1/24,677,"1,857","2,847",,$311.57,$10.68,$28.74, --,6,10077331,"$3,528"
Minnesota,4/1/24,403,"1,124","2,013",,$185.04,$50.12,$20.62, --,0,5706398,$0
Mississippi,4/1/24,160,442,803,,$67.36,$16.86,$7.13, --,1,2949965,$588
Missouri,4/1/24,364,835,"1,777",,$182.95,$5.66,$17.31, --,1,6168187,$588
Montana,4/1/24,83,168,168,,$25.35,$0.00,$1.82, --,0,1084225,$0
Nebraska,4/1/24,107,616,470,,$36.69,$8.44,$4.34, --,3,1961504,"$1,764"
Nevada,4/1/24,349,867,"2,199",,$113.10,$4.97,$21.57, --,2,3104614,"$1,176"
New Hampshire,4/1/24,106,426,312,,$59.64,$5.28,$3.81, --,0,1388992,$0
New Jersey,4/1/24,"1,028","2,675","3,643",,$580.44,$30.37,$37.15, --,6,9288994,"$3,528"
New Mexico,4/1/24,119,332,623,,$45.57,$0.18,$6.36, --,3,2117522,"$1,764"
New York,4/1/24,"2,497","7,346","10,482",,"$1,329.27",$167.16,$105.76, --,14,19835913,"$8,232"
North Carolina,4/1/24,"1,154","3,217","3,447",,$681.35,$11.37,$33.00, --,10,10551162,"$5,880"
North Dakota,4/1/24,41,127,184,,$4.44,$4.05,$1.91, --,0,779702,$0
Ohio,4/1/24,779,"2,170","3,125",,$365.33,$13.66,$31.57, --,5,11780017,"$2,940"
Oklahoma,4/1/24,195,692,"1,018",,$110.64,$0.71,$10.06, --,1,3986639,$588
Oregon,4/1/24,265,968,"1,712",,$135.19,$0.25,$19.19, --,3,4237256,"$1,764"
Pennsylvania,4/1/24,"1,114","2,635","4,410",,$585.53,$110.33,$44.47, --,8,12964056,"$4,704"
Rhode Island,4/1/24,96,342,303,,$58.38,$0.80,$2.93, --,0,1098163,$0
San Francisco Bay Area,4/1/24,738,"1,674","5,584",,$348.81,$30.45,$59.73, --,2,7753000,"$1,176"
Silicon Valley,4/1/24,210,543,"1,543",,$95.10,$2.95,$16.25, --,2,3137600,"$1,176"
South Carolina,4/1/24,534,"1,158","1,238",,$309.34,$17.72,$11.79, --,3,5190705,"$1,764"
South Dakota,4/1/24,43,185,205,,$11.79,$0.00,$2.54, --,0,903027,$0
Tennessee,4/1/24,559,"1,416","1,834",,$421.37,$1.58,$18.43, --,3,6975218,"$1,764"
Texas,4/1/24,"2,448","6,185","11,178",,"$1,169.27",$35.09,$110.14, --,16,29527941,"$9,408"
Utah,4/1/24,269,452,"1,086",,$116.38,$0.68,$11.84, --,0,3337975,$0
Vermont,4/1/24,44,169,173,,$16.31,$0.00,$1.89, --,0,643077,$0
Virginia,4/1/24,"1,007","3,334","3,159",,$518.91,$23.45,$34.44, --,6,8642274,"$3,528"
Washington,4/1/24,625,"2,771","4,356",,$313.11,$20.88,$42.43, --,2,7796941,"$1,176"
West Virginia,4/1/24,75,124,316,,$52.45,$3.56,$3.38, --,0,1782959,$0
Wisconsin,4/1/24,366,946,"1,287",,$168.34,$4.66,$12.48, --,2,5893718,"$1,176"
Wyoming,4/1/24,38,218,112,,$12.36,$0.84,$1.10, --,0,577719,$0
Alabama,4/8/24,375,162,"1,184",,$219.61,$1.57,$11.53, --,2,5039877,"$1,176"
Alaska,4/8/24,49,4,275,,$16.28,$0.00,$2.95, --,0,732673,$0
Arizona,4/8/24,610,419,"1,732",,$306.65,$0.00,$19.11, --,1,7359197,$588
Arkansas,4/8/24,197,35,568,,$120.67,$0.00,$5.84, --,1,3011524,$588
California,4/8/24,"2,708","1,040","15,571",,"$1,360.65",$13.83,$164.64, --,7,39538223,"$4,116"
Colorado,4/8/24,564,202,"1,452",,$231.03,$0.00,$15.04, --,2,5807719,"$1,176"
Connecticut,4/8/24,398,97,"1,012",,$287.69,$0.00,$10.33, --,1,3605597,$588
Delaware,4/8/24,102,48,237,,$31.88,$0.00,$2.45, --,1,1003384,$588
District of Columbia,4/8/24,224,58,430,,$103.23,$0.00,$4.52, --,0,689545,$0
Florida,4/8/24,"3,335","1,235","6,324",,"$1,970.91",$35.67,$68.47, --,35,21781128,"$20,580"
Georgia,4/8/24,"1,342",793,"3,290",,$692.96,$123.96,$34.19, --,6,10711908,"$3,528"
Hawaii,4/8/24,181,25,"2,350",,$154.37,$0.00,$23.05, --,0,1455271,$0
Idaho,4/8/24,78,70,295,,$71.29,$0.00,$3.13, --,2,1839106,"$1,176"
Illinois,4/8/24,"1,073",539,"3,971",,$476.43,$4.90,$40.03, --,3,12671469,"$1,764"
Indiana,4/8/24,413,96,"1,346",,$220.86,$3.25,$13.81, --,3,6785528,"$1,764"
Iowa,4/8/24,125,103,654,,$71.41,$0.00,$6.27, --,0,3190369,$0
Kansas,4/8/24,163,235,574,,$80.85,$0.00,$5.71, --,0,2937880,$0
Kentucky,4/8/24,250,86,877,,$137.11,$0.00,$9.21, --,1,4505836,$588
Louisiana,4/8/24,382,109,"1,107",,$210.37,$1.56,$10.89, --,3,4657757,"$1,764"
Maine,4/8/24,78,22,254,,$69.03,$0.00,$2.51, --,1,1372247,$588
Maryland,4/8/24,783,372,"1,965",,$477.31,$63.14,$20.37, --,7,6165129,"$4,116"
Massachusetts,4/8/24,697,275,"2,414",,$364.57,$1.39,$24.90, --,2,6984723,"$1,176"
Michigan,4/8/24,619,313,"2,177",,$309.90,$1.34,$22.97, --,0,10077331,$0
Minnesota,4/8/24,316,240,"1,603",,$107.21,$12.45,$16.64, --,2,5706398,"$1,176"
Mississippi,4/8/24,210,75,578,,$128.40,$4.13,$5.29, --,2,2949965,"$1,176"
Missouri,4/8/24,355,101,"1,357",,$200.16,$7.34,$13.36, --,0,6168187,$0
Montana,4/8/24,59,16,129,,$50.11,$3.57,$1.51, --,0,1084225,$0
Nebraska,4/8/24,91,40,386,,$30.40,$0.00,$3.93, --,0,1961504,$0
Nevada,4/8/24,290,245,"1,633",,$135.22,$56.59,$16.85, --,2,3104614,"$1,176"
New Hampshire,4/8/24,99,113,255,,$25.86,$0.00,$2.76, --,0,1388992,$0
New Jersey,4/8/24,"1,115",480,"2,783",,$620.22,$64.19,$29.90, --,5,9288994,"$2,940"
New Mexico,4/8/24,131,15,381,,$102.12,$0.00,$3.73, --,0,2117522,$0
New York,4/8/24,"2,232","1,213","8,046",,"$1,029.51",$231.79,$82.49, --,12,19835913,"$7,056"
North Carolina,4/8/24,"1,070",298,"2,853",,$512.94,$15.56,$28.59, --,4,10551162,"$2,352"
North Dakota,4/8/24,32,5,134,,$31.84,$0.00,$1.33, --,0,779702,$0
Ohio,4/8/24,744,402,"2,582",,$280.71,$4.57,$26.63, --,3,11780017,"$1,764"
Oklahoma,4/8/24,197,41,798,,$142.32,$55.42,$7.89, --,0,3986639,$0
Oregon,4/8/24,288,175,"1,475",,$118.46,$6.83,$15.00, --,2,4237256,"$1,176"
Pennsylvania,4/8/24,955,517,"3,434",,$405.46,$1.10,$34.92, --,3,12964056,"$1,764"
Rhode Island,4/8/24,79,89,244,,$50.67,$0.00,$2.35, --,0,1098163,$0
San Francisco Bay Area,4/8/24,697,277,"4,477",,$342.73,$9.04,$48.31, --,1,7753000,$588
Silicon Valley,4/8/24,245,65,"1,311",,$66.94,$0.00,$13.88, --,0,3137600,$0
South Carolina,4/8/24,545,391,"1,004",,$355.72,$95.38,$10.04, --,2,5190705,"$1,176"
South Dakota,4/8/24,31,3,139,,$41.09,$0.00,$1.59, --,0,903027,$0
Tennessee,4/8/24,541,124,"1,446",,$318.03,$4.46,$13.94, --,3,6975218,"$1,764"
Texas,4/8/24,"2,330","1,151","8,910",,"$1,143.90",$130.51,$89.81, --,11,29527941,"$6,468"
Utah,4/8/24,198,27,872,,$49.84,$0.00,$9.46, --,1,3337975,$588
Vermont,4/8/24,49,13,141,,$30.95,$0.00,$1.56, --,0,643077,$0
Virginia,4/8/24,908,403,"2,551",,$401.28,$0.76,$26.32, --,4,8642274,"$2,352"
Washington,4/8/24,642,518,"3,509",,$292.47,$23.18,$37.27, --,2,7796941,"$1,176"
West Virginia,4/8/24,105,32,244,,$56.49,$1.07,$2.90, --,0,1782959,$0
Wisconsin,4/8/24,278,182,"1,100",,$169.34,$2.84,$11.18, --,0,5893718,$0
Wyoming,4/8/24,34,17,89,,$11.94,$0.00,$0.90, --,0,577719,$0
Alabama,4/15/24,364,147,"1,097",,$198.74,$12.08,$10.53, --,2,5039877,"$1,176"
Alaska,4/15/24,37,38,257,,$12.53,$3.31,$2.78, --,0,732673,$0
Arizona,4/15/24,644,642,"1,635",,$367.64,$13.47,$19.10, --,5,7359197,"$2,940"
Arkansas,4/15/24,201,55,578,,$47.25,$0.00,$6.12, --,0,3011524,$0
California,4/15/24,"2,598","1,579","14,685",,"$1,566.93",$65.40,$155.98, --,12,39538223,"$7,056"
Colorado,4/15/24,628,99,"1,461",,$274.79,$0.00,$15.29, --,0,5807719,$0
Connecticut,4/15/24,396,137,"1,133",,$210.11,$0.00,$12.00, --,2,3605597,"$1,176"
Delaware,4/15/24,85,73,255,,$53.17,$0.00,$2.57, --,0,1003384,$0
District of Columbia,4/15/24,221,32,397,,$79.39,$2.02,$4.08, --,0,689545,$0
Florida,4/15/24,"3,477","1,379","6,115",,"$1,915.06",$31.76,$67.65, --,13,21781128,"$7,644"
Georgia,4/15/24,"1,348",769,"2,981",,$863.16,$59.23,$31.00, --,5,10711908,"$2,940"
Hawaii,4/15/24,204,55,"2,444",,$128.40,$0.00,$23.64, --,1,1455271,$588
Idaho,4/15/24,98,253,298,,$127.15,$10.99,$3.15, --,0,1839106,$0
Illinois,4/15/24,968,800,"4,162",,$398.26,$34.00,$43.31, --,5,12671469,"$2,940"
Indiana,4/15/24,357,214,"1,337",,$112.41,$0.00,$14.10, --,2,6785528,"$1,176"
Iowa,4/15/24,134,338,577,,$63.64,$0.16,$5.42, --,0,3190369,$0
Kansas,4/15/24,174,366,661,,$86.56,$3.51,$7.14, --,1,2937880,$588
Kentucky,4/15/24,213,84,845,,$127.30,$3.83,$8.16, --,1,4505836,$588
Louisiana,4/15/24,345,191,"1,164",,$142.46,$3.71,$11.39, --,1,4657757,$588
Maine,4/15/24,81,79,235,,$19.72,$0.00,$2.34, --,1,1372247,$588
Maryland,4/15/24,749,428,"1,924",,$461.02,$15.03,$20.01, --,3,6165129,"$1,764"
Massachusetts,4/15/24,787,296,"2,221",,$393.15,$1.96,$23.81, --,3,6984723,"$1,764"
Michigan,4/15/24,568,462,"2,174",,$211.76,$1.71,$23.72, --,1,10077331,$588
Minnesota,4/15/24,365,235,"1,573",,$96.42,$13.95,$16.24, --,2,5706398,"$1,176"
Mississippi,4/15/24,182,129,545,,$115.78,$0.00,$5.18, --,0,2949965,$0
Missouri,4/15/24,377,174,"1,305",,$197.55,$2.78,$12.98, --,5,6168187,"$2,940"
Montana,4/15/24,64,25,151,,$21.57,$0.00,$1.50, --,0,1084225,$0
Nebraska,4/15/24,104,49,404,,$6.12,$0.84,$4.34, --,0,1961504,$0
Nevada,4/15/24,307,322,"1,434",,$117.39,$3.58,$15.32, --,3,3104614,"$1,764"
New Hampshire,4/15/24,84,143,299,,$21.37,$0.00,$3.59, --,0,1388992,$0
New Jersey,4/15/24,"1,022",616,"2,652",,$498.46,$1.79,$29.51, --,8,9288994,"$4,704"
New Mexico,4/15/24,119,42,478,,$161.68,$0.00,$4.55, --,0,2117522,$0
New York,4/15/24,"2,376","1,637","7,382",,"$1,171.11",$155.75,$77.42, --,17,19835913,"$9,996"
North Carolina,4/15/24,"1,023",453,"2,697",,$473.56,$16.63,$27.20, --,5,10551162,"$2,940"
North Dakota,4/15/24,29,17,120,,$12.15,$0.30,$1.40, --,0,779702,$0
Ohio,4/15/24,707,444,"2,624",,$407.22,$35.65,$27.89, --,4,11780017,"$2,352"
Oklahoma,4/15/24,236,154,903,,$110.76,$18.83,$9.32, --,2,3986639,"$1,176"
Oregon,4/15/24,267,212,"1,257",,$118.80,$2.67,$13.07, --,1,4237256,$588
Pennsylvania,4/15/24,983,947,"3,232",,$393.06,$23.68,$33.18, --,3,12964056,"$1,764"
Rhode Island,4/15/24,92,85,244,,$24.67,$0.00,$2.48, --,0,1098163,$0
San Francisco Bay Area,4/15/24,768,341,"4,082",,$364.64,$1.55,$45.16, --,2,7753000,"$1,176"
Silicon Valley,4/15/24,241,76,"1,339",,$90.40,$0.00,$14.55, --,0,3137600,$0
South Carolina,4/15/24,546,"1,730",926,,$255.95,$37.77,$9.33, --,4,5190705,"$2,352"
South Dakota,4/15/24,39,17,146,,$10.19,$0.00,$1.61, --,0,903027,$0
Tennessee,4/15/24,462,166,"1,413",,$306.05,$0.00,$14.82, --,2,6975218,"$1,176"
Texas,4/15/24,"2,415","1,038","8,158",,"$1,095.23",$24.92,$85.50, --,14,29527941,"$8,232"
Utah,4/15/24,200,47,848,,$82.57,$2.05,$8.64, --,1,3337975,$588
Vermont,4/15/24,50,38,115,,$24.63,$0.00,$1.12, --,0,643077,$0
Virginia,4/15/24,824,528,"2,540",,$405.96,$14.62,$27.67, --,5,8642274,"$2,940"
Washington,4/15/24,674,678,"3,434",,$270.04,$9.14,$36.02, --,1,7796941,$588
West Virginia,4/15/24,72,22,233,,$70.55,$0.00,$2.67, --,0,1782959,$0
Wisconsin,4/15/24,326,161,"1,110",,$158.16,$0.58,$12.20, --,3,5893718,"$1,764"
Wyoming,4/15/24,30,79,85,,$9.03,$0.00,$0.87, --,0,577719,$0
Alabama,4/22/24,409,436,"1,075",,$213.81,$3.00,$10.45, --,1,5039877,$588
Alaska,4/22/24,58,73,257,,$38.87,$0.00,$2.83, --,0,732673,$0
Arizona,4/22/24,765,799,"1,649",,$511.77,$0.00,$17.85, --,3,7359197,"$1,764"
Arkansas,4/22/24,255,80,589,,$137.51,$0.00,$5.72, --,0,3011524,$0
California,4/22/24,"3,537","4,176","14,679",,"$2,143.74",$151.70,$151.36, --,12,39538223,"$7,056"
Colorado,4/22/24,765,254,"1,420",,$532.51,$44.54,$15.34, --,6,5807719,"$3,528"
Connecticut,4/22/24,521,476,"1,068",,$330.84,$42.29,$10.73, --,4,3605597,"$2,352"
Delaware,4/22/24,131,124,237,,$76.94,$0.00,$2.59, --,0,1003384,$0
District of Columbia,4/22/24,301,114,434,,$103.79,$1.03,$4.71, --,1,689545,$588
Florida,4/22/24,"4,306","3,585","5,629",,"$2,846.27",$108.74,$60.37, --,18,21781128,"$10,584"
Georgia,4/22/24,"1,684","1,539","2,963",,"$1,055.94",$69.56,$30.13, --,3,10711908,"$1,764"
Hawaii,4/22/24,232,115,"2,268",,$65.23,$0.00,$21.60, --,0,1455271,$0
Idaho,4/22/24,108,305,293,,$34.65,$0.65,$3.18, --,1,1839106,$588
Illinois,4/22/24,"1,479","1,434","4,072",,$944.35,$74.28,$42.08, --,8,12671469,"$4,704"
Indiana,4/22/24,483,545,"1,288",,$251.73,$66.53,$13.36, --,5,6785528,"$2,940"
Iowa,4/22/24,206,530,626,,$113.76,$1.11,$5.81, --,3,3190369,"$1,764"
Kansas,4/22/24,200,562,565,,$116.63,$21.61,$5.69, --,2,2937880,"$1,176"
Kentucky,4/22/24,293,145,780,,$226.68,$0.00,$7.29, --,2,4505836,"$1,176"
Louisiana,4/22/24,481,338,"1,070",,$296.30,$62.73,$10.04, --,3,4657757,"$1,764"
Maine,4/22/24,112,180,245,,$82.82,$62.32,$2.58, --,3,1372247,"$1,764"
Maryland,4/22/24,996,833,"1,938",,$691.03,$79.92,$20.06, --,10,6165129,"$5,880"
Massachusetts,4/22/24,990,767,"2,173",,$459.91,$31.52,$24.04, --,2,6984723,"$1,176"
Michigan,4/22/24,822,"1,037","2,094",,$383.49,$103.05,$21.75, --,5,10077331,"$2,940"
Minnesota,4/22/24,471,520,"1,550",,$135.44,$111.13,$16.38, --,2,5706398,"$1,176"
Mississippi,4/22/24,206,146,568,,$142.19,$21.83,$5.29, --,3,2949965,"$1,764"
Missouri,4/22/24,530,305,"1,307",,$303.03,$0.00,$13.53, --,4,6168187,"$2,352"
Montana,4/22/24,92,104,147,,$28.00,$0.00,$1.57, --,0,1084225,$0
Nebraska,4/22/24,105,229,433,,$34.24,$29.02,$4.25, --,2,1961504,"$1,176"
Nevada,4/22/24,423,643,"1,504",,$170.22,$63.40,$16.13, --,5,3104614,"$2,940"
New Hampshire,4/22/24,113,444,239,,$67.29,$22.79,$2.80, --,0,1388992,$0
New Jersey,4/22/24,"1,372","1,507","2,597",,$994.66,$46.70,$27.86, --,5,9288994,"$2,940"
New Mexico,4/22/24,170,104,447,,$62.60,$0.00,$4.37, --,0,2117522,$0
New York,4/22/24,"2,980","3,642","7,308",,"$2,045.65",$156.08,$74.92, --,24,19835913,"$14,112"
North Carolina,4/22/24,"1,292","1,148","2,648",,$744.78,$76.48,$26.53, --,5,10551162,"$2,940"
North Dakota,4/22/24,56,41,104,,$21.54,$0.00,$1.11, --,0,779702,$0
Ohio,4/22/24,898,"1,010","2,547",,$536.97,$5.17,$26.23, --,5,11780017,"$2,940"
Oklahoma,4/22/24,350,332,825,,$101.55,$40.44,$8.08, --,2,3986639,"$1,176"
Oregon,4/22/24,365,530,"1,389",,$265.58,$77.31,$14.63, --,3,4237256,"$1,764"
Pennsylvania,4/22/24,"1,254","2,159","3,195",,$733.85,$121.80,$31.87, --,4,12964056,"$2,352"
Rhode Island,4/22/24,120,160,268,,$32.69,$0.00,$2.79, --,0,1098163,$0
San Francisco Bay Area,4/22/24,"1,027",813,"4,134",,$445.87,$2.81,$43.57, --,3,7753000,"$1,764"
Silicon Valley,4/22/24,328,175,"1,389",,$218.97,$0.00,$14.81, --,2,3137600,"$1,176"
South Carolina,4/22/24,618,"3,538",860,,$412.22,$149.10,$8.91, --,8,5190705,"$4,704"
South Dakota,4/22/24,55,93,129,,$21.84,$0.00,$1.44, --,0,903027,$0
Tennessee,4/22/24,718,494,"1,339",,$432.15,$9.24,$14.28, --,2,6975218,"$1,176"
Texas,4/22/24,"3,185","2,192","7,918",,"$1,785.70",$122.58,$80.41, --,16,29527941,"$9,408"
Utah,4/22/24,282,145,844,,$182.47,$0.94,$8.91, --,2,3337975,"$1,176"
Vermont,4/22/24,60,62,130,,$32.49,$89.35,$1.25, --,0,643077,$0
Virginia,4/22/24,"1,112","1,704","2,472",,$688.30,$0.35,$25.74, --,3,8642274,"$1,764"
Washington,4/22/24,876,798,"3,473",,$642.41,$7.03,$35.49, --,2,7796941,"$1,176"
West Virginia,4/22/24,136,115,241,,$73.60,$0.00,$2.56, --,0,1782959,$0
Wisconsin,4/22/24,410,424,"1,007",,$202.38,$0.86,$10.91, --,0,5893718,$0
Wyoming,4/22/24,54,149,71,,$44.00,$0.00,$0.84, --,1,577719,$588
Alabama,4/29/24,505,"1,015","1,625",,$421.97,$4.30,$17.54, --,9,5039877,"$5,292"
Alaska,4/29/24,58,95,363,,$18.69,$0.16,$3.76, --,0,732673,$0
Arizona,4/29/24,805,"1,646","2,382",,$532.24,$14.47,$27.80, --,8,7359197,"$4,704"
Arkansas,4/29/24,288,331,790,,$121.63,$0.83,$8.09, --,2,3011524,"$1,176"
California,4/29/24,"3,451","9,640","18,286",,"$2,139.53",$202.64,$210.85, --,20.67,39538223,"$12,154"
Colorado,4/29/24,739,"1,137","1,901",,$405.79,$14.36,$22.50, --,3,5807719,"$1,764"
Connecticut,4/29/24,433,"1,411","1,469",,$160.39,$12.13,$17.79, --,2,3605597,"$1,176"
Delaware,4/29/24,176,300,296,,$162.08,$7.62,$3.22, --,2,1003384,"$1,176"
District of Columbia,4/29/24,307,330,606,,$176.35,$19.36,$7.87, --,2,689545,"$1,176"
Florida,4/29/24,"4,736","8,138","8,789",,"$3,080.36",$245.92,$111.06, --,27,21781128,"$15,876"
Georgia,4/29/24,"1,826","3,759","4,683",,$836.93,$57.11,$59.45, --,18,10711908,"$10,584"
Hawaii,4/29/24,229,351,"2,563",,$140.00,$2.61,$25.71, --,0,1455271,$0
Idaho,4/29/24,147,407,411,,$89.24,$10.29,$4.42, --,1,1839106,$588
Illinois,4/29/24,"1,434","3,006","5,252",,"$1,082.82",$27.12,$60.26, --,8.04,12671469,"$4,728"
Indiana,4/29/24,565,"1,200","1,729",,$245.63,$6.07,$18.75, --,0,6785528,$0
Iowa,4/29/24,264,"1,092",826,,$250.25,$61.06,$8.03, --,3,3190369,"$1,764"
Kansas,4/29/24,265,650,797,,$105.75,$33.02,$8.69, --,1,2937880,$588
Kentucky,4/29/24,394,703,"1,118",,$263.23,$3.45,$11.36, --,2,4505836,"$1,176"
Louisiana,4/29/24,539,997,"1,537",,$347.35,$24.44,$16.02, --,4,4657757,"$2,352"
Maine,4/29/24,120,285,359,,$23.71,$12.90,$4.01, --,0,1372247,$0
Maryland,4/29/24,"1,186","2,723","2,772",,$601.18,$56.54,$35.48, --,8,6165129,"$4,704"
Massachusetts,4/29/24,900,"1,683","3,023",,$510.96,$38.86,$33.83, --,6,6984723,"$3,528"
Michigan,4/29/24,892,"1,964","2,827",,$554.62,$29.52,$31.24, --,9,10077331,"$5,292"
Minnesota,4/29/24,451,"1,135","1,950",,$423.55,$2.68,$20.60, --,3,5706398,"$1,764"
Mississippi,4/29/24,229,478,732,,$129.32,$16.65,$7.79, --,5,2949965,"$2,940"
Missouri,4/29/24,554,755,"1,786",,$346.76,$13.11,$18.61, --,5,6168187,"$2,940"
Montana,4/29/24,101,199,218,,$38.74,$0.00,$2.76, --,1,1084225,$588
Nebraska,4/29/24,148,522,489,,$122.35,$22.82,$4.73, --,2,1961504,"$1,176"
Nevada,4/29/24,416,"1,286","1,919",,$209.78,$54.32,$21.73, --,3,3104614,"$1,764"
New Hampshire,4/29/24,124,294,337,,$96.86,$7.33,$3.54, --,1,1388992,$588
New Jersey,4/29/24,"1,527","3,105","3,761",,$852.56,$95.52,$43.23, --,18,9288994,"$10,584"
New Mexico,4/29/24,201,609,612,,$231.96,$4.66,$7.78, --,4,2117522,"$2,352"
New York,4/29/24,"3,228","6,835","10,441",,"$1,655.07",$249.74,$126.06, --,29,19835913,"$17,052"
North Carolina,4/29/24,"1,540","3,148","3,709",,"$1,042.67",$60.56,$39.69, --,10,10551162,"$5,880"
North Dakota,4/29/24,56,142,180,,$27.39,$4.29,$2.42, --,1,779702,$588
Ohio,4/29/24,"1,113","2,931","3,397",,$752.16,$50.07,$35.44, --,7,11780017,"$4,116"
Oklahoma,4/29/24,340,665,"1,062",,$129.69,$13.37,$11.75, --,0,3986639,$0
Oregon,4/29/24,384,853,"1,776",,$235.97,$14.89,$20.44, --,4,4237256,"$2,352"
